Key,japanese
GrenadeExplosiveDesc,"グレネードランチャーの弾の一種で、切断を引き起こす可能性が高くなります。"
ammoGrenadeAcidRE,アシッドラウンド
GrenadeAcidDesc,"硫酸が充填されたグレネードランチャー用の弾の一種。\n\n生きているターゲットに大きなダメージを与えます。"
ammoGrenadeFlameRE,フレイムラウンド
GrenadeFlameDesc,"グレネードランチャーの弾の一種で、あらゆるものに火をつけます。\n\nクリムゾンヘッドの復活を防ぐことができます。"
statEntityDamageExplosionLiving,"+ 爆発ダメージ(ハンター、スパイダー、タイラント)"
statEntityDamageRangedImpactLiving,"+ 衝撃ダメージ(ハンター、スパイダー、タイラント)"
statEntityDamageExplosionSpider,"爆発ダメージ(クモ、植物)"
statEntityDamageRangedImpactSpider,"衝撃ダメージ(クモ、植物)"
thrownGrenadeRE,粘着手榴弾
GrenadeDesc,この手榴弾は投げると何かにくっつきます。
Kerosene,灯油
Kerosenedesc,"可燃性の液体で、十分あれば火炎瓶が作れるだろう。何か光らせるものが必要です。"
thrownAmmoMolotovCocktailRE,火炎瓶
MolotovDesc,"燃えて死んだものは生き返ることはありません！\n\n着火するにはライターが必要です。"
perkEnforcerDamageDesc,マグナム使用時のダメージ量が10%上昇します。
perkEnforcerDamageLongDesc,ダメージ: マグナムは、最も強力なハンドガンです。\nマグナム使用時のダメージ量が10%上昇します。
perkEnforcerHPAmmoDesc,ハイパワー.357マグナム弾がクラフト可能になります。
perkEnforcerHPAmmoLongDesc,最も強力なハンドガンの威力がさらに上がります。\nハイパワー.357マグナム弾がクラフト可能になります。
perkEnforcerCriminalPursuitDesc,マグナム装備中の走行中のスタミナ消費量20%軽減。
perkEnforcerCriminalPursuitLongDesc,犯罪者の追跡: 激しい戦闘のさなか、極悪人追跡で放出されるアドレナリンがスタミナをブーストします。\nマグナム装備中の走行中のスタミナ消費量20%軽減。

plantedRedHerb1,レッドハーブ (種)
plantedBlueHerb1,ブルーハーブ (種)
plantedRedHerb2,レッドハーブ (成長中)
plantedBlueHerb2,ブルーハーブ (成長中)
plantedRedHerb3Harvest,レッドハーブ
plantedBlueHerb3Harvest,ブルーハーブ
plantedRedHerb3HarvestPlayer,レッドハーブ
plantedBlueHerb3HarvestPlayer,ブルーハーブ
buffInvincibilityFramesName,一時的な無敵
buffInvincibilityFramesDesc,無敵フレーム
buffPerfectHerbMixName,完璧なハーブミックス
buffPerfectHerbMixDesc,"緑、赤、青のハーブの混合物は、一時的に痛みに対する抵抗力を与えます。\n\nダメージ軽減: 30%"
buffYellowHerbName,イエローハーブ
buffYellowHerbDesc,"あなたは体質を強化する奇跡のハーブ、イエローハーブを摂取しました。\n\n最大体力+600。\n12秒ごとに体力が1自然回復します。"
buffPoisonedName,毒にかかった！
buffPoisonedDesc,毒にかかってしまったため、ゆっくりと体力が失われています。\n\nブルーハーブを使って解毒しましょう。
buffPoisonedTooltip,毒にかかってしまいました！
buffDeathTooltip,[FF4F00]ジル・バレンタインの消息は二度と途絶えた…[-]
buffDeadlyPoisonedName,ゲームオーバー！
buffDeadlyPoisonedDesc,ジル・バレンタインの消息は二度と途絶えた…
buffTarnishedIntegrityName,傷ついた誠実さ
buffTarnishedIntegrityDesc,"やるしかないじゃないですか。\n\n美観を考慮して照明のバランスをとり、見えるようにライターを用意しました。\n\n結局のところ、意図したエクスペリエンスから自分を騙してしまったことになります。"
questStartup_offer,"バイオハザードへようこそ\n\nあなたはこれからスペンサー邸での出来事を一人称視点で体験する事になります。\n\n一部のゲーム機能が変更、または削除されています。\n1) スキルツリーは、戦闘とサバイバルに特化しており、 特殊技能習得の条件から、特性レベルを取り除きました。\n2) ジャンプする事は出来ません、 ジャンプ用のボタンは、はしご使用時にしか使用しません。\n3) クラフトレシピは、ハイパワー弾以外、全て解除されているため、 材料が集まれば、アーマーや回復アイテムや弾薬がクラフト出来ます。\n4) 弾薬や回復アイテムは限られているので、注意して使用しましょう！ ナイフをしっかりと活用してください。\n\nこれは、パーマデスチャレンジですので、お気を付けください。\n\nバイオハザードのような体験をしていただくために、 あなたの所持品スペースは12スロットのみとなっています。 館内にあるアイテムボックス(The Vault)を活用してください。\nThe Vaultは館内の何カ所かに設置してありますが、中身は、館内のどこからアクセスしても同じ内容になります。"
questStartup_desc,"1998年7月、あなたはジル・バレンタイン、特殊作戦部隊S.T.A.R.S.の一員です。同部隊のブラヴォーチームが行方不明となったため、現場に訪れました。\n\nアークレイ山地の森の中で墜落したヘリを発見しました。\n墜落したヘリはブラヴォーチームの物で、乗員は全員死んでおり、あなたのチームは野犬に追われてしまいました。\n野犬の群れから逃げていると、遠くに館が見えたため、そこに避難する事にしました。\n\n外は大変危険なため、あなたはここから出る事が出来なくなりました！\n\n\n追加のクエスト リスト エントリ:\n[4FC3F7]研修情報[-]\n[4FC3F7]近接戦闘の安全性[-]\n[4FC3F7]業績[-]"
BookOfCurses_offer,四つの仮面、すなわち、\n口無き仮面...\n鼻無き仮面...\n目無き仮面...\n三つ全て無き仮面...\n\n全ての仮面が揃う時、災いは再び蘇る。\n\n\n本の裏側にカギがはまっている。　取りますか？
Quest_SwordKey_tip_title,ひびの入った鍵
Quest_SwordKey_tip,"キーを抜くと、キーが滑って床に落ちてしまいます。亀裂が入っており、簡単に折れてしまいそうなことに気づきました。"
DogWhistle_offer,"今日、スペンサー卿に呼ばれて、「あるもの」を誰にもわからない所に隠せといわれた。\n\n色々考えた結果、僕はあるアイデアを思いついた。　それは、あの狂暴な飼い犬に守らせればどうだろうか？ということだ。\n\nあの犬はいつもお気に入りの大食堂２階の西テラスにいるし、あそこで君の持つ犬笛を使えば、いつでも呼出せるじゃないか。\n\nそこで君にお願いがある。　あの犬は君にだけはなついている。　どうか君の手であの犬に、この首輪をつけてはもらえないだろうか？\n\nこの首輪には、スペンサー卿から渡された「あるもの」が隠してある。\n\n君は信用できる奴だから、君に頼みたい。 このお礼は必ずさせてもらう。　君が前に欲しがっていた例のものが、ツテで手に入りそうなんだ。\n\nそれでどうだろうか？　すまないが、よろしく頼む。\n\nジョン・トールマン"
JillLockpick,ピッキングに関しては、ジルの右に出る者はいません。
FilesDesc,このメモはクエストリストから読むことができます。
modMeleeErgonomicGripRE,"人間工学に基づいたグリップ"
KnifeGripDesc,"通常攻撃のスタミナ消耗を3、パワーアタックのスタミナ消耗を6軽減します。\n\n\n"
modGunFlashlightRE,"銃器トーチアタッチメント"
modMeleeWeightedHeadRE,加重ヘッド
WeightedHeadDesc,"ナイフようの改造パーツ。\n20%の確率で敵に鈍足効果とスタン効果を与えます。\n\n\n"
"SamuraiEdgeParts",サムライエッジパーツ
SamuraiEdgeDesc,"射撃レートが上がり、3点バーストが可能になります。\n\nハンドガンのハンドリングを上げます。\n\n\n"
"AssaultShotgunParts",アサルトショットガンパーツ
AssaultShotgunDesc,"リチャードのお気に入りである、S.T.A.R.S.専用武器。\n\n装弾数は10弾です。\nスプレッドが狭く、射撃レートが速く、射程が長くなっていますが、リロード速度は遅くなります。\n\n\n"
"MagnumSpeedloader",マグナム・スピードローダー
MagnumSpeedloaderDesc,"リボルバーのリロード速度が33%上がり、ハンドリングが上がります。\n\n\n"
"AK-47MuzzleBrake",AK-47マズルブレーキ
MuzzleBreakDesc,"アサルトライフルの命中精度とハンドリングを上げます。\n\n\n"
modGunMeleeBlessedMetalTyrant,T-ウイルス中和剤
modGunMeleeBlessedMetalTyrantDesc,"タイラントに与えるダメージ量が大幅に上がります。\n\nナイフにセット可能。\n\n\n"
modGunMeleeBlessedMetalPlant,V-ジョルトケミカル
modGunMeleeBlessedMetalPlantDesc,"ナイフを V ジョルトに浸して、プラント 42 に追加のダメージを与えます。\n\n\n"
drugBoulderBusters,"クリス・レッドフィールドはプロテインシェイクにこっそりこれを入れています。\n\n拳攻撃時に与えるダメージ量上昇 400%\nスカルクラッシャーやビールのバフとスタックします！"
drugBoulderBustersDesc,"ナックル武器や素手時に与えるダメージ量上昇 400%\nスカルクラッシャーやビールのバフとスタックします！"
drugRockBusters,ボルダーバスター
SuperGogglesDesc,これをかけるとジル・サンドイッチにならずに済みます。\n\n\n忍耐 +2\n素早さ +2.\nクラフト時間 -40%
Note from Barry,バリーからのメモ
BarryNote,"ジル、 物資をいくつか置いておく。\n\nバリー"
"Jill Sandwich",ジル・サンドイッチ
JillSandwichDesc,ジル・サンドイッチになるところだったぜ。
"Watch your step",足元注意
PuzzleDesc,南を向いた状態。\n\n横から横は安全。\n\n上下は危険。
"Researcher'sWill",ある研究員の遺書
ResearcherWillTip_title,ある研究員の遺書
ResearcherWillTip,"1998年6月3日\n僕の愛しいアルマへ、\nこの手紙が届いたという事は、僕にとって喜ばしい事であり、そして悲しむべき事でもある。\nあのサングラス野朗のせいで、君に電話する事すら出来なかったんだ。\nアルマ、どうか落ち着いて、この手紙を読んでほしい。\n僕がある製薬会社の研究所に移った事は前に話したと思う。\n実は先月、その研究所で事故が起って、研究中のウィルスが漏れ出してしまったんだ。\nウィルスに感染した僕の同僚は、みんな死んでしまった。\n・・・いや正確には死んでいないかもしれない。\n何故なら彼らは、今も歩き回る事が出来るし、現に何人かが今、僕の部屋のドアを叩いている。\nでも、彼らの瞳に、もはや知性の光はない。\nあの呪われたウィルスは、人間の脳から人間らしさの全て、愛も喜びも恐れも永久に消し去ってしまうんだ。\nそしてアルマ、君と過ごした日々さえ。\nそうなんだ。\n僕は感染している。\nあらゆる手を尽くしてみたが、症状の進行を数日遅らせるのがやっとだった。\n君が僕の中で日に日に失われていくのが、僕には何より耐えられない。\nだから、僕は、このまま生ける屍になるよりも安らかな死を選んだ。\n一時間後には、僕は二度と覚める事のない眠りについているだろう。\n君がこの僕の決断を解ってくれることを切に願う・・・。\nさようなら\nマーチン·クラックホーン"
"Trevor'sDiary",トレヴァーの手記 1
TrevorDiaryTip_title,トレヴァーの手記 1
TrevorDiaryTip,"1967年11月24日、白衣の男が食事を運んで来て、私に言った。\n「気の毒だが、機密事項のためだ。」\nこの洋館の秘密を知っているのは、スペンサー卿と私だけで、私が死ねば秘密は彼一人の物になる。\nこのままでは、危険だし、家族の無事も気になるので、私は脱出を試みる事にした。\n1967年11月26日、この暗闇でライターを無くしたのは痛かった。\n妻が誕生日に贈ってくれたもので、大切に使っていたのに。\n運命の日となった11月13日、その三日前に、急病で倒れた叔母の見舞いに出かけたという妻ジェシカと娘リサの姿がふと頭に浮かぶ。\nこの瞬間、私の中で記憶が鮮明に蘇る。\n「君の家族も今ごろは・・・」、気を失う直前、白衣の男が、確かに言っていた。\n・・・益々不安をかき立てられた。\n1967年11月27日、なんとか私は、あの部屋から出ることに成功した。\nだが、この洋館の外へ出るのは、容易ではない。\n全てのカラクリを解かなければ。"
"Trevor'sDiary2",トレヴァーの手記 2
TrevorDiaryTip2_title,トレヴァーの手記 2
TrevorDiaryTip2,"1967年11月29日、どうしても館から出る事ができない。\n見覚えのあるハイヒールが片方だけ廊下に転がっているのを発見してしまった。\n妻も娘も私とおなじ運命を辿ったのか！？\n1967年11月30日、のどが渇いた。\nもう何日も食事をしていない。\n気が狂いそうだ。\nこの館の異常な設計に、心を奪われた私が悪かったのだろうか・・・\n1967年11月31日、暗く、じめじめした地下道だ。\nここも行き止まりか。\nいや、何かある。\n私は震える指で最後のマッチをこすった。\n墓だ！ そこに刻まれた名前は・・・「ジョージ・トレヴァー！！」\n奴は最初から、私がここで息をひき取るのを計算し、墓を用意していたのだ。\nもう駄目だ・・・、意識が遠のいて行く・・・。\nジェシカ、リサ・・・、私を許してくれ。\nジョージ・トレヴァー"
"Trevor'sDiary3",トレヴァーの手記 3
TrevorDiaryTip3_title,トレヴァーの手記 3
TrevorDiaryTip3,"手書きで何かが書いてありますが、日付はありません。\n\nあれから何も変化はない。\n私が遊びで作った部屋が、こんな形で役に立つとは。\nここなら少しの間、奴らの目を盗んで隠れる事が出来る。\n何しろこの絵の秘密は、卿にも伝えていないのだから。\n絵の中の洋館、美術室の奥。"

"BotanyBook",植物学の本
BotanyBookTip_title,植物学の本
BotanyBookTip,"薬草の使用方法\n\n人類は太古から様々な植物を用い、傷や病を癒してきた。\n\n本書ではこの薬効を持つ植物の例としてアークレイ山地周辺に自生する三つのハーブを取り上げ、その概要を述べたいと思う。\nアークレイ山地周辺に自生するハーブには、緑色、青色、そして赤色のものと、三つの種類が存在し、それぞれに異なる薬草としての効用がある。\n\n緑色のものは、人の体力を回復させ、青色のものは、動物等から受けた毒を消す事ができるといった具合だ。\n但し、例外的に、赤色のものは、単独で用いても何ら効果を生み出さない。\n薬草は古くから調合する事で、様々な効果を発揮してきた。\n例えば、緑のもの同士の調合はわずかだが、回復の効果が上がる事が確認されている。\n\nもしかしたら赤色のハーブも調合で何らかの効能が表れるかも知れない・・・。"
"BodyDisposal",[FF4F00]遺体の処理[-]
BodyDisposalTip_title,[FF4F00]遺体の処理[-]
BodyDisposalTip,"死体を処理するときの特別な注意事項。\n\n私たちはそれらの「存在」に関する新しい情報を入手しました。 彼らは死んでいるように見えますが、実際には生き返ることができます。 ただし、それらが再びアクティブになるのを防ぐ方法があります。\n\n現在、復活を止める方法は 3 つ知られています。\n\n1. 頭部の破壊 （[FF4F00]死因[-]）\n2. どちらかの脚の切断 （[FF4F00]生前・死因[-]）\n3. 焼却 （[FF4F00]死因[-]/[FF4F00]死後[-]）\n\nさらなる方法が発見された場合は、直ちに通知されます。\n(彼らが生きている間は)\n\n一方、まだ生きる意志のある皆さんのために、邸宅とその周辺地域に灯油が置かれています。必要なだけ摂取してください。\n\n点火するものが必要なので、自分で見つける必要があります。"
"Keeper'sDiary",飼育係の日記
KeeperDiaryTip_title,飼育係の日記
KeeperDiaryTip,"1998年5月9日、夜、警備員のスコットとエリアス、研究員のスティーブとポーカーをした。\nスティーブの奴、やたらついてやがったがきっといかさまにちがいねェ。\n1998年5月10日、今日、研究員のおえら方から新しい化け物の世話を頼まれた。\n皮をひんむいたゴリラのような奴だ。\n生きたえさがいいってんで、豚を投げこんだら、奴ら、足をもぎ取ったり内臓を引き出したり、遊んだあげくやっと食いやがる。\n998年5月11日\n今朝5時頃、宇宙服みてえな防護衣を着たスコットに突然たたき起こされて俺も宇宙服を着せられた。\nなんでも、研究所で事故があったらしい。\n研究員の連中ときたら、夜も寝ないで実験ばかりやってるからこんな事になるんだ。\n1998年5月11日、昨日からこのいまいましい宇宙服をつけたままなんで、背中がむれちまって妙にかゆい。\nいらいらするんで、腹いせにあの犬どもの飯を抜きにしてやった。\nいい気味だ。\n1998年5月13日、あまりに背中がかゆいんで医務室にいったら、背中にでっけえバンソウコウを貼られた。\nそれから、もう俺は宇宙服を着なくていいと医者がいった。\nおかげで今夜はよく眠れそうだぜ。\n1998年5月14日、朝起きたら、背中だけでなく足にも腫物ができてやがった。\n犬どものオリがやけに静かなんで、足引きずって見に行ったら数が全然たりねえ。\nめしを三日抜いたくらいで逃げやがって。　おえら方に見つかったら大変だ。\n1998年5月16日、昨日、この屋しきから逃げ出そうとした研究いんが一人、射さつされた、て　はなしだ。\n夜、からだ中　あついかゆい。\n胸のはれ物　かきむしたら　肉がくさり落ちやがた。\nいったいおれ　どうな　て\n1998年5月19日、やと　ねつ　ひいた　も　とてもかゆい\n今日　はらへったの、いぬ　のエサ　くう\n1998年5月21日、かゆい　かゆい　スコットーきた\nひどいかおなんで　ころし\nうまかっ　です。\n4、かゆい\nうま"
ScrapBook,スクラップブック
ScrapbookTip_title,スクラップブック
ScrapbookTip,"猛獣の仕業か？女性バラバラ死体\nRACCOON TIMES MAY 27,1998\n\n20日午後10時頃、ラクーン市内シダー区マーブル川の左岸で、20才前後の若い女性の死体が発見された。 ラクーン警察局は、欠如している遺体の両腕と左足の切断面に、強い力で噛み砕かれたような歯型があることから、グリズリーまたはそれに類する猛獣の仕業と推定。 また、残っていた右足の登山靴から、同局では被害者はアークレイを登山中に猛獣に襲われて川に転落、先日の増水で流されたものとみて、身元の確認を急いでいる。\n\nアークレイ山地にモンスター現わる\nRACCOON WEEK JUN 16,1998\n\n最近アークレイ山地でモンスターを見たとの目撃報告が相次ぎ、話題を呼んでいる。 今までの目撃例を総合すると、その外見は犬に酷似。普段は群れで行動するらしい。 ここまでだと単なる野犬のようだが、このモンスター外見からは想像もつかないほど獰猛で貪欲。しかも不死身らしい。 睡眠を邪魔しなければ犬は寝ているっていうし、当分アークレイに行くのはよしたほうがよさそうだ。 でも、新種の動物を発見となれば、一躍君も有名人かも！？\n\nアークレイ山の怪！ 山道封鎖\nRACCOON TIMES JUL 9,1998\n\nこのところ、アークレイ山地での遭難が相次いでおり、市当局ではアークレイに至る山道を全面的に封鎖することを決定した。 また、封鎖と同時に、ラクーン警察局ではS.T.A.R.S.も使って遭難者の捜索に本格的に乗り出す構えであるが、広大な山地のかなりの部分を原生林が占めるアークレイでの捜索の難航は必至である。 アークレイ山地で恐ろしい怪物を見た、という目撃報告もあり、遭難者の安否が気づかわれる。"
"MailtotheChiefofSecurity",保安部長のメール
MailToTheChiefOfSecurityTip_title,保安部長のメール
MailToTheChiefOfSecurityTip,"機密\n\n保安部長へ\n\n1998年7月22日2:13\n\nX-DAYが近づいている。\n一週間以内に、以下の作戦を速やかに、順次実行せよ。\n\n1)S.T.A.R.Sを研究所に誘い込み、B.O.W(生物兵器)と戦わせ、実戦データを得よ。\n\n2)変異体を含むB.O.Wの胚を、一種につき２個ずつ回収せよ。\n但し、タイラントは廃棄処分とせよ。\n\n3)人員・実験動物を含む、アークレイ研究所の全てを、事故に見せかけて処分せよ。\n\n幸運を祈る\nアンブレラ本部、\nアンブレラ社"
"Researcher'sLetter",研究員の手紙
ResearcherLetterTip_title,研究員の手紙
ResearcherLetterTip,"1998年6月8日\nエイダ、いま君がこれを読んでいるという事は、私はすでに私でなくなっているということだ。\n今日の検査の結果で思った通りの反応が出た、陽性だ。\n\nもうすぐあんな姿になってしまうのかと思うと、気が狂いそうになる。\n\nエイダ、君は今のところ感染していない。\nこんなことはないかもしれないが、もし君が最後の一人だったら、映像室に置いてある資料を持ち、動力室に行って起爆装置を作動させた後、ここから脱出して欲しい。\n\nそしてマスコミを使って、ことの全てを公にしてくれ。\n\n正常に機能していれば、ここのロックは全てセキュリティーシステムで解除できる。\n\nこれには小実験室にある端末から、私の名前でログインし、さらにパスワードを入力すればアクセスできるようにしておいた。\nパスワードは「ADA」、君の名だ。\n\n映像室のあるB2のロックを解くには私と君の名でアクセスした後、さらにもう一つのパスワードを入力しなければならない。\n\n下に念のため暗号でしるしておいたが、君ならすぐにわかるはずだ。\nこれが私の最後の頼みだ、もし変わり果てた姿の私を見かけたらエイダ、君の手で楽にしてくれ。\n\nありがとう、君のジョンより"
"ObservationNote",観察記録書
ObservationNoteTip_title,観察記録書
ObservationNoteTip,"Gの発見に至るには、始祖ウイルスの投与から、実に計21年もの熟成の期間が必要であったようだ。\n\nフランスの研究所から取り寄せて投与した「寄生生物のプロトタイプ」を、あの実験体が取り込んでしまったのも、今を思えば、容易に納得がいく。\n\n実験体の体内で、長き眠りを貪り21年という年月を経て、アレは、突然変異的に進化したのだ。\n（まさに「進化」という言葉が相応しい。）\n\nこれらの観察データは、私にさらなるすばらしいヒントをくれた。\nこれを推し進めて、さらに改良を加え、変異を与える事で、「T」を超える「G」を作り出す糸口が導きだされた。\n\nこれは、後々のB.O.Wの歴史を塗り替える画期的なものになるはずだ。\n\nあの忌々しいアレクシア嬢もあの世で悔しがっているのに違いない。\n 数年後にはその研究成果を発表できるだろう。\n\nウィリアム・バーキン"
"SuicideNote",さようならノート
SuicideNoteTip_title,さようならノート
SuicideNoteTip,"June 22, 1998\n\n一緒に逃げていたロバートに、化け物の兆候があらわれはじめたので、仕方なく殺して浴室に入れておいた。\n\n多分、これで私が最後の一人だ。\n\n何故このようなことになってしまったのか？ 今となっては、この研究に参加した事が悔やまれる。\nもはや、私が生きて、この館を出る事はないだろう。\n\n準備は終わった。\n後は勇気を持つだけだ。\n悔いは残るがしかたがない。\n\nこのまま化け物になって、人間としての自分が消えてしまうぐらいなら、みずからの幕を\n\n＜この紙の裏に、文字が書かれている＞\n\n許してくれ、リンダ"
"Plant42Report",プラント42のメモ
Plant42ReportTip_title,プラント42のメモ
Plant42ReportTip,"あの事故から四日後、ポイント４２のプラントの成長速度には目を見張るものがある。\n\n他のプラントに比べ、ｔ－ウイルスの強い影響を受けており、その形状に見合う生態は、もはや宿主の植物が何であったのか想像することすら困難な程である。\n\n４２の栄養源は二種類ある。\n一つは、地下室まで達した根から得ている養分だ。\n事故直後、発狂した職員が地下室の水槽を壊したため、現在地下室は水浸しだ。\nそこに流出している何らかの薬品成分が、プラント４２の急速な成育を促進させている事は想像に難くない。\n\nさらに地下室から伸びたプラント４２の部は、ダクトを通り、一階の天井から球根一状になってぶら下がっている。\nその球根から伸びている何本ものツルがもう一つの養分の入手手段となっている\n\nプラント４２は獲物を感知すると丁度イカの触手のように獲物にツルを巻つけ動けなくしてから、ツルの裏についている吸入器で血を吸うのだ。\nしかもそれなりに知能があるらしく、獲物を得た時や、睡眠中はツタを扉にからませ、外敵の侵入を防いでいる。\n\n既に数人の職員がその犠牲となった。\n\n1998、5月21日\nヘンリー＝サートン"
OrganicChemistryLabExperiment,有機化学実験ファイル
OrganicChemistryLabExperimentTip_title,有機化学実験ファイル
OrganicChemistryLabExperimentTip,"タイラントウイルスに感染し、異常成長した植物の細胞には、いくつかの共通の性質が見られるのは前回のレポートで述べたとおりである。\nしかしいくつかの実験で、興味深い事実が明らかになった。\n\nそれは、私たちがあの実験で使用した、「ＵＭＢ」系の薬品の一つである「ＵＭＢＮｏ.20 」に、これら植物の細胞を、急速に死滅させる成分が含まれているという事である。\n\n私たちはこの「ＵＭＢ　Ｎｏ.20 」を、「Ｖ－ＪＯＬＴ」と名付けた。\n計算では、プラント４２の場合、根に直接「Ｖ－ＪＯＬＴ」をかければ、全体が死滅するのに５秒もかからない。\n\n生成はＵＭＢ系の薬品をいくつかの手順で混合すれば良いのだが、ＵＭＢ系の特徴として人体に有害なガスを発生する恐れがあるので取扱いには注意が必要である。\n\nまずＵＭＢ系薬品の種類と特徴を簡単に示す：\n\nUMB No. 3   赤\nYellow-6   黄色\nUMB No. 7   緑\nUMB No. 10   オレンジ\nVP-017   青\nV-JOLT   茶褐色"
FamilyPictureandNotes,ある家族の写真と手記
FamilyPicture1Tip_title,ある家族の写真と手記
FamilyPicture1Tip,"＜ある家族の写真 写真の裏に何かが書かれている＞\n\n\nＮｏｖ．１０．１９６７\n始祖ウィルス変異体を投与\n\n・ジェシカ\n「ＴＹＰＥ－Ａ」投与\n細胞活性時に組織断裂化\n\nウィルス定着化に失敗\n\n破棄処分\n\n\n・リサ\n\n「ＴＹＰＥ－Ｂ」投与\n細胞活性時に組織断裂化\n\n後にウィルス定着化成功\n\n器の改造に一定の成果\n\n保護観察継続\n\n\n※ジョージ\n抹消済み（Ｎｏｖ．３１．１９６７）"
"Lisa'sJournal",リサの日記
FamilyPicture2Tip_title,リサの日記
FamilyPicture2Tip,"Nov.14.1967\n注射で頭がボーっとする。\nお母さんに会えない。\nどこかに連れていかれた。\n二人で脱出しようって約束したのに　私だけおいていくなんて・・・\n\nNov.15.1967\nお母さんみつけた！\n今日の食事は、お母さんと一緒！\nうれしかった。\n\n違う、偽者だった。\n外は一緒だけど中が違う。\n\nお母さんを取り返さなくっちゃ！\nお母さんに返してあげなくちゃ！\n\nお母さんの顔は簡単に取り返せた。\nお母さんの顔を取っていたおばさんの悲鳴が聞こえたけど、お母さんの顔をとったやつの悲鳴なんか気にしない。\nお母さんは私のもの。\n誰にも取られないように　私にくっつけておこう。\nお母さんに会った時、　顔が無いとかわいそうだもの。\n\nNov.17.19 7\n石の箱の中　お母さん　匂い　ここ　お母さんがホント？\n石の箱　かたくてイタイ　手のジャラジャラが邪魔をする\n４つの石　つてるジャラジャラせで　お母さ　会えない\n\n19\nお父さん　一つ　くっつけた　お母さん　二つ　くっつけた\n\n中身はやぱり赤く　ヌルヌル　白くてかたかた\n\nホントのお母さ　見つからない\n\nお父　ん分からない　また　お母さ　今日見つけた\n\nお母さ　をくつけたら　お母　ん動かなくなた\n母さんは悲鳴を上げていた\n\nなぜ？\n私は一緒に居たかただけ\n\n4\nお母さん\nどこ？\n\n会いたい"
Jessica'sLetter,ジェシカの手紙
FamilyPicture3Tip_title,ジェシカの手紙
FamilyPicture3Tip,"愛するリサへ\n\n日に日に私が私で無くなっていく・・・。\nそんな感覚が確信に変わり始めています。\nあの注射のおかげか、体のかゆみは幾分か収まってきたみたい。\n今日も「栄養剤だ」と言われ、白衣の男達に注射を打たれました。\n\n注射をされると、意識がはっきりしてくる。\n意識が戻ってくると、何も考えられなくなっていた自分に気付いて、愕然としたの。\n\n全てを忘れてしまう感覚に襲われ、あなたの事やあの人の事・・・、 どんな性格で、どんな顔だったかすらも意識の闇に覆われてしまう。\n\nああ、リサ、私も今すぐでもあなたに会って、あなたを抱きしめて確かめたい。\nそうしないと、あなたも、あの人も消えてしまいそうで、とても怖い。\n\n・・・このままではダメね！ 早く逃げださないと！\n\nいい？ リサ チャンスは多分、次に一緒にあの実験室に行く時！ 二人して意識の無いフリをするの。\nそしてあの白衣の男が隙を見せた時が逃げ出すチャンスよ！\n\n外へ脱出したら、お父さんを一緒に探しましょう！ この手紙にあなたが気付いてくれます様に\n\nＮｏｖ．１３．１９６７\nジェシカ・トレヴァー"
V-ACT,Ｖ－ＡＣＴについて
VACTTip_title,Ｖ－ＡＣＴについて
VACTTip,"研究員のノートより\n\n「ｔ－ウィルス」の変種体が、ゲノムの器である肉体に変化をもたらす事が明かになった。\nこのタイプは、宿主の意識が無くなり、休眠期に入ると体組織の再構築を行う。\n\nその際に細胞を活性化させ、体組織自身の改造をも行うようだ。 (我々はこれを「Ｖ－ＡＣＴ」と命名)\n\n特筆すべきは、その「筋力とスピードの大幅な上昇」にある。\n一度この状態になった個体は、体組織の変化により、「よりすばやい」動きを有するようになっているのである。\nそしてなにより、その性質は[狂暴]だ。\n\n既に、これらにエサを与えている際に起きた事故で、研究員４人が死亡した。\n現場は、まさに一瞬にして血の海となってしまった。(我々は、これのそのあまりの残虐性からこれらを"クリムゾン・ヘッド"と名づけた。)\n\nこのまま、あれらを放置しておく訳にもいかないが、あの貴重なプロトタイプ(プロト1)だけは、処分する事を避けなければならない。\nそれは我々の義務でもある。\nだが、このあまりに危険なサンプルをどうしたらいいものか？\n\n我々はクリムゾン・ヘッド・プロト1に冷凍ガスを使い、館裏の墓場の地下室に、これを閉じ込める事にした。"
FAX,ファックス
FAXTip_title,ファックス
