Key,english
Kerosenedesc,"A flammable liquid, with enough I'll be able to make a molotov. I'll need something to light it with."
thrownAmmoMolotovCocktailRE,Molotov Cocktail
MolotovDesc,"Anything that burns to death will never come back to life!\n\nRequires a lighter to ignite."
perkEnforcerHPAmmoDesc,You can craft HiPower .357 Magnum ammunition.
perkEnforcerHPAmmoLongDesc,The most powerful handgun in the world just got more powerful. You can craft HiPower .357 Magnum ammunition.

plantedRedHerb1,Red Herb (Seed)
plantedBlueHerb1,Blue Herb (Seed)
plantedRedHerb2,Red Herb (Growing)
plantedBlueHerb2,Blue Herb (Growing)
plantedRedHerb3Harvest,Red Herb
plantedBlueHerb3Harvest,Blue Herb
plantedRedHerb3HarvestPlayer,Red Herb
plantedBlueHerb3HarvestPlayer,Blue Herb
buffInvincibilityFramesName,Temporary Invincibility
buffInvincibilityFramesDesc,Invincibility Frames
buffPerfectHerbMixName,Perfect Herb Mix
buffPerfectHerbMixDesc,"The herb mixture of Green, Red and Blue have temporarily given you resistance to pain.\n\nDamage mitigation: 30%"
buffYellowHerbName,Yellow Herb
buffYellowHerbDesc,"You have ingested a Yellow Herb, a miraculous herb that has strengthened your constitution.\n\nMax Health +600.\nYour health will naturally recover by 1 every 12 seconds."
buffPoisonedName,Poisoned!
buffPoisonedDesc,You're poisoned and are slowly taking damage.\n\nUse a Blue Herb to cure your poison.
buffPoisonedTooltip,You've been poisoned!
buffDeathTooltip,[FF4F00]Jill Valentine was never heard from again...[-]
buffDeadlyPoisonedName,Game Over!
buffDeadlyPoisonedDesc,Jill Valentine was never heard from again...
buffTarnishedIntegrityName,Tarnished Integrity
buffTarnishedIntegrityDesc,"You just had to do it, didn't you?\n\nI balanced the lighting for aesthetics and provided a lighter so you could see.\n\nUltimately, you've cheated yourself out of the intended experience."
questStartup_offer,Quest
questStartup_desc,"It's July 1998, you're Jill Valentine, a member of the S.T.A.R.S Alpha Team. Your team was sent in to investigate the disappearance of your fellow Bravo Team after you lost contact with them.\n\nYour team flew over the forest area in the Arklay Mountains and discovered a crashed helicopter.\nThe helicopter belongs to Bravo Team and everyone is dead. Your team is attacked by vicious dogs and are chased through the forest, you see a mansion in the distance and call it out to your team and you all make a break for it!\n\nYou're now trapped inside, it's too dangerous out there!\n\n\n[4FC3F7]Training Information[-]\n[4FC3F7]Melee Combat Safety[-]\n[4FC3F7]Achievements[-]"
BookOfCurses_offer,"The four masks.\n\nA mask that speaks no evil...\nA mask that smells no evil...\nA mask that sees no evil...\nA mask that cannot speak, smell, or see evil...\n\nWhen all four fall into place, evil will awaken.\n\n\nYou see a key embedded on the back, Will you remove it?"
Quest_SwordKey_tip_title,Cracked Key
Quest_SwordKey_tip,"As you remove the key, it slips and falls onto the floor. You notice that it has a crack now and looks like it could snap easily."
DogWhistle_offer,"Today, Sir Spencer told me to hide something where no one could find it.\n\nWell, I had this idea, I figured if I could somehow have it protected by a dangerous animal like the vicious canine that lives here, no one would be able to get near it!\n\nAs far as I can tell, the mutt is always hanging around the second floor balcony on the west side of the terrace, and he ought to come running at the sound of a dog whistle.\n\nThis is where you come in. The thing is, I reckon you're the only person that can get near that damn dog without risking a serious mauling.\n\nWhich means only you can put this collar on him. The object that Sir Spencer wants hidden is concealed inside.\n\nYou're the only person I can trust with this. Of course, you'll get something out of it as well. Remember that certain item that you've always wanted to get hold of?\n\nWell, in exchange for your services, I just might be able to get it for you. This could work out well for both of us...\n\nJon Toleman."
JillLockpick,With her lockpick set Jill is the master of unlocking.
FilesDesc,You can read this note from your Quest List.
modMeleeErgonomicGripRE,Ergonomic Grip
KnifeGripDesc,"Reduces normal attack stamina consumption by 3 and power attack stamina consumption by 6.\n\n\n"
modGunFlashlightRE,Firearm Torch Attachment
modMeleeWeightedHeadRE,Weighted Head
WeightedHeadDesc,"A modification for your knife.\nAdds a 20% chance to stun and slow victims.\n\n\n"
SamuraiEdgeParts,Samurai Edge Parts
SamuraiEdgeDesc,"Special custom parts that drastically increases fire rate and allow for a 3-round burst.\n\nOverall makes your handgun easier to wield.\n\n\n"
AssaultShotgunParts,Assault Shotgun Parts
AssaultShotgunDesc,"A S.T.A.R.S. custom arsenal and also Richard's favourite.\n\nHolds 10 rounds. Has a tighter spread. Longer range and faster fire rate. But slower reload speed.\n\n\n"
MagnumSpeedloader,Magnum Speedloader
MagnumSpeedloaderDesc,"This assists in a 33% faster reload and overall makes it easier to wield the revolver."
AK-47MuzzleBrake,AK-47 Muzzle Brake
MuzzleBreakDesc,"Makes the assault rifle more accurate and overall easier to wield."
modGunMeleeBlessedMetalTyrant,T-Virus neutraliser
modGunMeleeBlessedMetalTyrantDesc,"Greatly increases damage to Tyrant\n\nKnife Only."
modGunMeleeBlessedMetalPlant,V-Jolt Chemical
modGunMeleeBlessedMetalPlantDesc,"Soak your knife in V-Jolt to inflict extra damage to Plant 42.\n\n\n"
drugBoulderBusters,"Chris Redfield secretly has these in his protein shake.\n\nIncreases brawling damage by 400%.\nStacks with Skull Crushers and Beer!"
drugBoulderBustersDesc,"Your Brawling damage is increased by 400%.\nStacks with Skull Crushers and Beer!"
drugRockBusters,Boulder Buster!
SuperGogglesDesc,These bad boys will stop you from becoming a Jill Sandwich.\n\n\nFortitude +2\nAgility +2.\nCrafting time -40%.
Note from Barry,Note from Barry
BarryNote,"Jill, I've left you some supplies.\n\nBarry"
Jill Sandwich,Jill Sandwich
JillSandwichDesc,You were almost a Jill Sandwich
Watch your step,Watch your step
PuzzleDesc,Facing to the south.\n\nSide by side is safe.\n\nUp and down is explosive!
Researcher'sWill,Researcher's Will
ResearcherWillTip_title,Researcher's Will
ResearcherWillTip,"A letter is slipped inside.\n3rd June, 1998\nMy dearest Alma,\n\nLet me first apologize for not being able to call you. A man wearing sunglasses didn't permit any phone calls. Sorry Alma.\n\nI sit here trying to think of where to begin, of how to explain in a few simple words all that's happened in my life since we last spoke, and already I fail. I hope this letter finds you well, and that you'll forgive the tangents of my pen; this isn't easy for me.\n\nEven as I write, I can feel the simplest of concepts slipping away, lost to feelings of despair and confusion -- but I have to tell you what's in my heart before I can rest. Alma, please believe that what I'm telling you is the truth. The entire story would take hours for me to tell you, and time is short, so accept these things as fact: last month there was an accident in the lab and the virus we were studying leaked.\n\nAll my colleagues who were infected are dead or dying, and the nature of the disease is such that those still living have lost their senses. This virus robs its victims of their humanity, forcing them in their sickness to seek out and destroy life. Even as I write these words, I can hear them, pressing against my door like mindless, hungry animals.\n\nAlma, I have tried to survive only to see you again. But my efforts only delayed the inevitable; I am infected, and there is no cure for what will follow - except to end my life before I lose the only thing that separates me from them.\n\nMy love for you.\n\nIn an hour I'll have entered my eternal sleep where there is peace. Please understand. Please know that I'm sorry.\nMartin Crackhorn"
Trevor'sDiary,Trevor's Diary 1
TrevorDiaryTip_title,Trevor's Diary 1
TrevorDiaryTip,"24th Nov, 1967\nEleven days have past since arriving on this estate. How did I end up like this? A guy in a lab coat came with a plate of skimpy meal and said to me, 'Sorry to put you through this but it's for security reasons.' That's when it hit me. It all makes sense now. There are only two people that know the secret of this mansion, Sir Spencer and myself. If they kill me, Sir Spencer will be the only person that knows the secret. But for what purpose? It doesn't matter now. It's too dangerous here. My family... I hope they are all right. I've decided to escape... Jessica, Lisa, I pray you are safe.\n\n26th Nov, 1967\nHow could I be so careless? I lost my favourite lighter - the one Jessica gave me for my birthday. Now it's going to be that much harder to get out of this dark place.\n13th Nov, the date when my fate was sealed. My aunt was hospitalized just three days before that. Jessica and Lisa said that they were going to visit her. I wish I could be there with them. But wait, even as I'm writing my memory is coming back to me more vividly. Just before I passed out, I remember the men in the lab coats said something like, 'Most likely your family is already...' I pray for their safety.\n\n27th Nov, 1967\nSomehow I managed to get out of that room. But getting out of this mansion won't be as easy. I have to get past all the booby-traps. Tiger Eyes, Gold Emblem... I have to try and remember for my own sake...."
Trevor'sDiary2,Trevor's Diary 2
TrevorDiaryTip2_title,Trevor's Diary 2
TrevorDiaryTip2,"29th Nov, 1967\nI can't get out. I have tried every possible way to escape but only to be faced with the reality that I'm trapped. I've been everywhere. The laboratory with the large glass tubes filled with formaldehyde and those dark, wet and eerie caves... What can I do?\nAt first I didn't want to believe my eyes. But that familiar high-heeled shoe in the corridor... It was like reflex. One name came to my mind, Jessica!\nI don't want to believe they share the same fate as me. No! I can't give up hope. I have to hope they're alive.\n\n30th Nov, 1967\nI haven't had anything to eat or drink for the past few days. I feel like I'm going crazy. Why is this happening to me? Why do I have to die like this? I was too obsessed with designing this ghastly mansion. I should have known better.\n\n31st Nov, 1967\nIt was a dark and damp underground tunnel. And another dead end. But even in the darkness something caught my eye. Carefully, I lit the last match, I had to see what it was. A grave! But deeply engraved into the stone was my name! 'George Trevor'. At that instant, it all became clear to me. Those bastards knew from the beginning that I'd die here and I fell right into their trap. But it's too late now. I'm losing it. Everything is becoming so far away. Jessica... Lisa... Forgive me. Because of my ego, I got both of you involved in this whole damn conspiracy. Forgive me. May God justify my death in exchange for your safety.\n\nGeorge Trevor"
Trevor'sDiary3,Trevor's Diary 3
TrevorDiaryTip3_title,Trevor's Diary 3
TrevorDiaryTip3,"There's something handwritten. it's not dated.\n\nNothing's changed. I never thought that this room I designed as an experiment would pay off like this.\n\nI can hide here safely for a while, because nobody knows about the secret behind this painting. Not even Sir Spencer.\n\nPainting of a mansion... in the back of the art room."

BotanyBook,Botany Book
BotanyBookTip_title,Botany Book
BotanyBookTip,"Uses of Medicinal Herbs\n\nIt is a well-known fact that there exist many plants that are credited with medicinal healing powers. Since ancient times, mankind has been healing wounds and diseases using various plants.\n\nIn this book, we will sample three herbs that are native of the Arklay Mountains and briefly outline each of their medicinal qualities. Each herb has a distinct colour and a distinct medicinal quality.\n\nThe green herb recovers physical strength. The blue herb neutralizes natural toxins. However, the red herb has no real effect by itself. We have found that mixing green and red herbs results in a magnified effect.\n\nWe will outline the effects of red herbs when mixed with other herbs when we have more data. Meanwhile feel free to experiment on your own, for true knowledge is best acquired through own experience."
BodyDisposal,[FF4F00]Body Disposal[-]
BodyDisposalTip_title,[FF4F00]Body Disposal[-]
BodyDisposalTip,"Special instructions when disposing of dead bodies.\n\nWe have new information regarding those 'beings'. They may appear to be dead but in fact they are able to come back to life. However, there are ways to prevent them from becoming active again.\n\nCurrently there are three known methods to cease their resurrection.\n\n1. DESTRUCTION OF THE HEAD ([FF4F00]Cause of death[-])\n2. DISMEMBERMENT OF EITHER LEG ([FF4F00]Pre-mortem[-] / [FF4F00]Cause of death[-])\n3. INCINERATION ([FF4F00]Cause of death[-]/[FF4F00]Post-mortem[-])\n\nIf further methods are discovered, they will be notified immediately.\n\nMeanwhile to those of you who still have the will to live, kerosene has been placed around the mansion and surrounding areas. Take as much as you need.\n\nYou'll need something to light it with, which you'll need to find by yourself."
Keeper'sDiary,Keeper's Diary
KeeperDiaryTip_title,Keeper's Diary
KeeperDiaryTip,"9th May, 1998\nPlayed poker tonight with Scott and Alias from Security, and Steve from Research. Steve was the big winner, but I think he was cheating. Scumbag.\n\n10th May, 1998\nOne of the higher-ups assigned me to take care of a new creature. It looks like a skinned gorilla. Feeding instructions were to give it live animals. When I threw in a pig, the creature seemed to play with it... tearing off the pig's legs and pulling out the guts before it actually started eating.\n\n11th May, 1998\nAt around 5 A.M., Scott woke me up. Scared the shit out me, too. He was wearing a protective suit. He handed me another one and told me to put it on. Said there'd been an accident in the basement lab. I just knew something like this would happen. Those bastards in Research never sleep, even on holiday\n\n12th May, 1998\nI've been wearing the damn space suit since yesterday. My skin's getting grimy and feels itchy all over. The goddamn dogs have been looking at me funny, so I decided not to feed them today. Screw 'em.\n\n13th May, 1998\nWent to the Infirmary because my back is all swollen and feels itchy. They put a big bandage on it and told me I didn't need to wear the suit anymore. All I wanna do is sleep.\n\n14th May, 1998\nFound another big blister on my foot this morning. I ended up dragging my foot all the way to the dog's pen. They were quiet all day, which is weird. Then I realized some of them had escaped. Maybe this is their way of getting back at me for not feeding them the last three days. If anybody finds out, I'll have my head handed to me.\n\n16th May, 1998\nRumors going around that a researcher who tried to escape the estate last night was shot. My entire body feels hot and itchy and I'm sweating all the time now. I scratched the swelling on my arm and a piece of rotten flesh just dropped off. What the hell's happening to me?\n\n19th May, 1998\nFever gone but itchy. Today hungry and eat doggie food.\n\n21st May, 1998\n Itchy itchy Scott came ugly face so killed him. Tasty. 4 / / Itchy. Tasty."
ScrapBook,Scrapbook
ScrapbookTip_title,Scrapbook
ScrapbookTip,"RACCOON TIMES 27TH MAY, 1998\nANIMAL ATTACK? WOMAN MUTILATED\n\n20th May. Around 10 PM a 20-year-old young woman's body was found by a passer-by on the left bank of Marble River in the Cider District of Raccoon City. Raccoon police assume it to be a grizzly or other animal's doing because there are teeth marks along her mutilated arms and left foot that show considerable power. Since she was wearing a hiking boot on her remaining foot, it has been determined that she was attacked in the Arklay Mountains and fell into the river. They are hurrying to identify this woman.\n\n\nRACCOON WEEKLY 16TH JUNE, 1998\nMONSTERS IN ARKLAY MOUNTAINS?\n\nSome people claim they've seen monsters in the Arklay mountains. The monsters are supposedly about the same size as large dogs and usually run in a pack as wolves do. This may sound like a group of ordinary wild dogs, but these monsters are surprisingly fierce and hard to hurt. They say these dogs won't bother you unless you wake them, so you smart readers should stay out of the Arklay Mountains for the time being. But if you're looking for adventure, check it out! You wanna try?\n\n\nRACCOON TIMES 9TH JULY, 1998\nMYSTERY ON ARKLAY MOUNTAINS: MOUNTAIN ROAD BLOCKED\n\nDue to successive disasters in the Arklay Mountains, the city authorities have decided to block the road leading to the foothills. At the same time, Raccoon police intend to begin the search for lost people with the help of S.T.A.R.S. team members. They expect great difficulty because of the vast size of the Arklay Mountains and the primeval forest that covers most of the area. Also people are still reporting sightings of grotesque monsters in the mountains."
MailtotheChiefofSecurity,Mail to the Chief of Security
MailToTheChiefOfSecurityTip_title,Mail to the Chief of Security
MailToTheChiefOfSecurityTip,"CONFIDENTIAL\n\nAttn: Chief of Security\n\nDate: 22nd July, 1998 2:13\n\nX Day is drawing upon us. Execute the following procedures within one week. Prompt actions are demanded.\n\nLure S.T.A.R.S. to the estate, and obtain B.O.W.'s raw combat data against S.T.A.R.S.\n\nCollect two embryos of each mutated specimens as samples, excluding the Tyrant. Dispose of the Tyrant.\n\nEnsure complete disposal of the Arklay Laboratory including all personnel and test animals. Disguise their deaths as an accident.
When the above procedures are executed, report to headquarters for further instructions.\n\nIf for some reason you are unable to execute the procedure by the deadline, report immediately. In case of emergency situations, report directly to the extension number 5691.\n\nGood luck.\nUmbrella Headquarters,\nUmbrella Inc."
Researcher'sLetter,Researcher's Letter
ResearcherLetterTip_title,Researcher's Letter
ResearcherLetterTip,"8th June, 1998\nMy dearest Ada.\n\nBy the time you read this letter, I will no longer be the person you once knew. The results of my test came out today, and as I suspected, it came out positive.\n\nI feel like I am teetering on the edge of reason just thinking about my impending doom. I would give anything not to have to become one of them.\n\nAs far as I know, you are not infected. I sincerely hope things do not reach such a desperate pass, but if it has turned out that you are now the last person remaining alive, I want you to get the material from the Visual Data Room.\n\nThen, activate the Self-Destruct System in the Power Room, and escape from here. Please do everything in your power to make this whole accident public.\n\nIf everything is still running normally, you should be able to release all the locks using the Security System.\n\nI have set up the terminal in the small security room so that you can log in to the system using my name and your name as the password.\n\nThere is just one more thing... and it is my last request. I hope you never have to lay eyes on me in this state, but if you do happen to run into me in my hideous form, I beg you to put me out of my misery. I hope you understand.\n\nThank you, Ada.\nYours truly,\nJohn"
ObservationNote,Observation Note
ObservationNoteTip_title,Observation Note
ObservationNoteTip,"The discovery of the G-Virus was in fact 21 years after the administration of the progenitor virus.\n\nThe 'Prototype Parasite' which we had delivered from a laboratory in France was administered to the sample specimen. The sample specimen took in the parasite without showing any signs of adverse reaction.\n\nThe lack of any reaction was an unsolved mystery. But everything is clear to me now.\n\nThe 'Prototype Parasite' was incubating in the sample specimen's body for 21 years. Then from that incubating state the prototype suddenly mutated. ('Evolved' may be a more appropriate word to describe it.)\n\nThis observation gave me more insight in my research. Through further modification and testing, I was able to derive a method to create the 'G' that surpasses the performance of the 'T'.\n\nThis was the breakthrough that would change the future of the B.O.W.'s history.\n\nI can't wait to see the look on Alexia's annoying face when I finally announce my research. But unfortunately I'll have to wait a few more years to completely verify my findings.\n\nWilliam Birkin"
SuicideNote,Goodbye Note
SuicideNoteTip_title,Goodbye Note
SuicideNoteTip,"22nd June, 1998\n\nI had to do it. We ran from those things - helping each other to survive. But Robert started to show the symptoms. I had to do it. Those damn things are pure evil.\n\nThere was no other way. He would have done the same if it were the other way around. After I put him out of his misery I had to just put him in the bathroom. Now I'm probably the last one...\n\nHow could this happen? I'll never forgive myself for being part of this project. Eventually I'll get what's coming to me, though. There's no way to escape from this nut house, it's just a matter of time now.\n\nEverything is set. All I need is a little courage to get it done. Knowing that I'll leave many things undone is regret beyond words.\n\nBut, this is better than just waiting to turn into one of them. Please understand and at least let me end my life as a person.\n\nThere's a message on the back.\n\nLinda, please forgive me..."
Plant42Report,Plant 42 Report
Plant42ReportTip_title,Plant 42 Report
Plant42ReportTip,"Four days have passed since the accident. The plant at Point 42 is growing at an amazing rate.\n\nAlthough there are many unknown aspects about this plant, we know that in comparison with the other group of plants, the T-Virus has had a substantially stronger affect on this one.\n\nThe T-Virus has drastically morphed its host's anatomy as well as its size. Looking at its current state, it's difficult to imagine its original appearance. Nowhere on Earth will you find anything like it.\n\nWe've also found that PLANT 42 has two main sources of acquiring its necessary nutrients. One source is through its root. Somehow it has rooted itself down into the basement.\n\nImmediately after the accident, a scientist went mad and destroyed the Aqua Ring. Ever since, the basement has been like a pool. There is a high possibility that it's one of the chemicals in the water that's promoting the PLANT 42's rapid growth.\n\nHowever, we have yet to determine the specific chemical.\n\nA bulb-like body of the PLANT 42 has been sighted hanging from the ceiling of the first floor. We are sure that it used the air ducts to reach the first floor. Numerous long tentacle-like vines are protruding from the bulb.\n\nWe believe the vines are the second means of acquiring its nutrients. When the PLANT 42 senses prey, it uses the tentacle-like vines to capture its prey. After doing so, suckers on the vine drain the prey of its blood.\n\nWe've also noticed that it has some intelligence. When it captures its prey or when it's inactive, the vines twine around the door to stop possible intruders.\n\nUnfortunately, several of our scientists have already fallen victim to this PLANT 42. When we heard the stories from the survivors, they all observed one thing in common:\n\nWhen the uniform petal-like flaps open and reveal its vital internals, it has a tendency to become more aggressive.\n\nOne witness reported that it was as if it was trying to protect itself. Why it behaves the way it does is still unknown.\n\n21st May, 1998\nHenry Sarton"
OrganicChemistryLabExperiment,Organic Chemistry Lab Experiment
OrganicChemistryLabExperimentTip_title,Organic Chemistry Lab Experiment
OrganicChemistryLabExperimentTip,"The similarities in the cellular characteristics of the rapidly growing plant infected by the Tyrant Virus have been reported in previous papers. However, while repeating these experiments, an interesting new fact became clear.\n\nWe learned that a chemical in the UMB family, UMB No. 20, contains a compound that is toxic to the cells of the plant.\n\nWe have given UMB No. 20 a new name: V-JOLT. If calculations prove correct, when V-JOLT is applied directly to the root of the plant, the entire plant should be dead within 5 seconds.\n\nThe V-JOLT can be made by simply mixing the VP and UMB chemicals in a specific ratio. However, extra care must be taken when handling these UMB chemicals. They have been known to generate toxic gases if mishandled.\n\nThe characteristics of each UMB chemical are as follows:\n\nUMB No. 3   red\nYellow-6   yellow\nUMB No. 7   green\nUMB No. 10   orange\nVP-017   blue\nV-JOLT   dark brown"
FamilyPictureandNotes,Family Picture and Notes
FamilyPicture1Tip_title,Family Picture and Notes
FamilyPicture1Tip,"There's something written on the back\n\n\n10th Nov, 1967\n-Progenitor virus administered\n\nJessica\nAdministered virus: Type-A\nPlasmolyzing of tissue during cell activation.\n\nVirus fusion: Negative\n\nAction: Disposed\n\n\nLisa\n\nAdministered virus: Type-B\nPlasmolyzing of tissue during cell activation.\n\nVirus fusion: Positive but delayed fusion.\n\nBody modification: Observed constant results.\n\nStatus: Continue protective observation.\n\n\nGeorge\nAction: Terminated (30th Nov, 1967)"
Lisa'sJournal,Lisa's Journal
FamilyPicture2Tip_title,Lisa's Journal
FamilyPicture2Tip,"14th Nov, 1967\nI feel dizzy after that shot they gave me. I don't see Mum. Where did they take her?\nShe promised that we would escape together. Did she escape alone and leave me behind?\n\n15th Nov, 1967\nI found Mum. We ate together. I was very happy.\n\nBut she was a fake. Not my real Mum. Same face but different inside.\n\nHave to find Mum. Have to give face back to mother.\n\nI got Mum's face back.\nNobody can have my Mum except me. I attach her face to me so she doesn't go away.\nBecause Mum sad when I meet her without her face.\n\n17th Nov, 19 7\nfrom inside box, scent of mummy. maybe true mother there.\nstone box hard. It hurt. steel rope in the way.\ncan't see mother becuz 4 stones.\n\n19\ndadddy atached first\nmumm atached scond\n\niNside reD and sLimy\nwhiTe and haRd\n\nnot true muM wheRe\n\ndunno dadd\nfound mum again\n\nwhne atachd mumMy\nshe moved no more\nshe screaming\n\nwhy?\nJst want to b with her\n\n4\nmum\nwhere?\n\nI mis yuo"
Jessica'sLetter,Jessica's Letter
FamilyPicture3Tip_title,Jessica's Letter
FamilyPicture3Tip,"To my Lisa,\n\nDay by day I can feel my consciousness drifting further and further away.\nThe shots given to me by men in white clothes made some of mummy's itching go away. Today they gave me another shot saying it was 'nutrition'.\n\nWhen they give me the shots mummy can think straight, but mummy's shocked and sad because mummy's unable to think of you all the time.\n\nMummy's afraid. Afraid of forgetting everything, especially the memories of you and daddy... What your faces look like, how we used to be together... They're all starting to disappear into somewhere dark in my mind.\n\nOh Lisa, I wish I could touch your face and hold you in my arms right now, so that I can hold on to our wonderful memories of you and daddy.\n\nLisa we can't stay here any longer. We have to escape!\n\nListen to me Lisa. Our chance to escape is the next time we go to that lab together. We'll both pretend that we are both unconscious and when that man in white clothes is off guard that will be our chance.\n\nWhen we're on the outside, let's look for daddy together. Okay sweetie? Be strong, Lisa.\n\n13th Nov, 1967\nJessica Trevor"
V-ACT,V-ACT
VACTTip_title,V-ACT
VACTTip,"Researcher's note\n\nThere is now evidence that when the host loses consciousness, the body goes into a dormant state. During this time the virus becomes active and rapidly transforms and reconstructs the basic composition of the body.\n\nThe host eventually mutated into a humanoid creature. (We call them V-ACTs)\n\nIts speed and amazing muscular development are particularly noteworthy. After transformation, it becomes more agile and aggressive.\n\nAlready four of our researchers have died from trying to feed it, turning the place into an instant blood bath. (Ever since this tragic and barbaric accident, we have decided to call its kind 'Crimson Heads')\n\nThat dangerous and precious prototype specimen can't be left there. We have to figure out a way to deal with it. Termination is definitely not an option.\n\nWe finally decided to freeze the specimen and confine the body inside the basement of the backyard cemetery."
FAX,FAX
FAXTip_title,FAX
FAXTip,"To: Sanitation Division\nAttn: Manager of Sanitation\nFrom: Raccoon Disaster Contingency Committee\n\nThe contents of this fax are confidential and intended for the named addressee only. Any copying, or disclosure of the contents of this fax to any third party is strictly forbidden by the sender.\n\nAfter reading the contents of this fax, it must be destroyed immediately.\n\nWe expect significant increase in the damage done by the recent T-Virus' outbreak than initially estimated. There are several concerns.\n\nFirst concern\nMore than half of the researchers have been infected by the T-Virus and died. It has also been reported that almost all of the survivors of this accident are starting to show symptoms of the T-Virus infection.\n\nSecond concern\nOur Secret Security Patrol Team has also been completely eradicated. Therefore, our most secret research is in danger of public disclosure. Quick actions are demanded to prevent mass media coverage.\n\nThird concern\nThere is a high possibility that most of the specimens are running loose inside the compound. We expect many casualties to follow.\n\nHowever yet unfortunate, these casualties underscore the success of our research results. Actions must be taken to prevent our research results from being made public.\n\nWe suspect the first official intervention will come from the State Police and S.T.A.R.S. We strongly recommend taking measures against them first."
SecurityProtocols,Security Protocols
SecurityProtocolsTip_title,Security Protocols
SecurityProtocolsTip,"BASEMENT LEVEL TWO\n\nVisual Data Room/ For use by the Special Research Division only. All other access to the Visual Data Room must be cleared with Keith Arving, Room Manager.\n\n\nBASEMENT LEVEL THREE\n\nPrison/ Sanitation Division controls the use of the prison. At least one Consultant Researcher (E. Smith, S. Ross, A. Wesker) must be present if viral use is authorized.\n\n\nTriple Lock Door/ Entry into the room is limited to the sole person who deactivates the lock with all of the Pass Codes. Accessing the exclusive Output Terminals located in each section of the Senior Researchers deactivates the lock.\n\nPower Room/ In this room nitro compound is used as the primary fuel source of power. Access is limited to Headquarters Supervisors. This restriction may not apply to Consultant Researchers with special authorization.\n\nPass Code Output Terminals/ Use and access of the Output Terminals is limited to authorized Senior Researchers.\n\n\nBASEMENT LEVEL FOUR\n\nRegarding the progress of 'Tyrant' after the administration of T- Virus...\n(Illegible hereafter...)"
TrainingInformation,[4FC3F7]Training Information[-]
TrainingInformationTip_title,[4FC3F7]Training Information[-]
TrainingInformationTip,"Your training perks - More in-depth details:\n\nChemist Expert:\nAllows you to craft a lot more ammo with great gunpowder efficiency. Also allows you to dismantle unwanted ammo without losing any resources.\n\nPassive Healing:\nYou heal 900 health per hour, as long as you're not at full health. Great for a long playthrough, bad for speedrunning.\n\nMedical Knowledge:\n35% more medical healing is great for maximising your healing supplies as well as mid-combat healing. Better for speedrunning than Passive Healing is.\n\nKnife Training:\nGreatly improves your ability to use the knife, allows you to save more ammo, kill faster and you won't get exhausted as quickly.\n\nCardio:\nYou can run faster and longer, allowing you to get away from fast enemies without getting hit from behind.\n\nPain Tolerance:\nYou are more resilient than most and can survive more hits before succumbing to your injuries."
Achievements,[4FC3F7]Achievements[-]
AchievementsTip_title,[4FC3F7]Achievements[-]
AchievementsTip,"Below is a list of achievements that you can aim for, if you're looking for an extra challenge.\n\n[4FC3F7]Classics Never Die[-]\nBeat the game in Classic Mode.\n\n[4FC3F7]Samurai 'Jill' Edge[-]\nBeat the game using only the Survival Knife as your weapon.\n(Firearms and throwables can't be used at all)\n\n[4FC3F7]Inventory Management Master[-]\nBeat the game without ever using any Item Storage Boxes to store your items.\n(This includes Typewriters, the Forge and Workbench. Exception: You may only use the Red Bags)\n\n[4FC3F7]Outbreak Prevented?[-]\nBeat the game with at least 260 kills.\n\n[4FC3F7]Speedy Escape[-]\nBeat the game in under:\n - D: 2 Hours 0 Minutes.\n - C: 2 Hours 30 Minutes.\n - B: 3 Hours 0 Minutes.\n - A: 3 Hours 30 Minutes.\n - S: 4 Hours 10 Minutes.\n - S+: 4 Hours 50 Minutes.\n\n[4FC3F7]Skin Allergies[-]\nBeat the game without using any Herbs or First Aid Sprays.\n(Passive Healing is allowed. You cannot cure Poison)\n\n[4FC3F7]I'm Saved![-]\nFind the Infinite Typewriter and save your game as many times as you wish!\n\n[4FC3F7]Real Survival![-]\nComplete the game with interconnected Item Storage Boxes disabled!"
MeleeCombat,[4FC3F7]Melee Combat Safety[-]
MeleeCombatTip_title,[4FC3F7]Melee Combat Safety[-]
MeleeCombatTip,"Zombies have full pain resistance, attacking most zombies will apply a 5-second counter attack threshold. Attacking a zombie before the 5 seconds expire will add another 5 seconds to their counterattack threshold (up to 15 seconds). Spacing out your attacks is the safest way to deal with zombies in melee combat.\n\nIf there is a zombie in your path that does not have an active counterattack threshold and you want to move past it, you can avoid taking damage by hitting the zombie while passing by.\n\nDismemberment:\nYou have a 25% dismemberment chance, sprinting attacks and attacking when you have high stamina further increases your dismemberment chance."
Herbs,[4FC3F7]Herbs: Efficiency and Regrowth[-]
HerbsTip_title,[4FC3F7]Herbs: Efficiency and Regrowth[-]
HerbsTip,"A two green herb mix gains 25% more potency.\n(160 + 160 = 320 x 1.25 = 400)\n\nA three green herb mix gains 50% more potency.\n(160 + 160 + 160 = 480 x 1.5 = 720)\n\nA green + red + blue herb mix is the best combination, providing maximum healing of 800, cures poison, as well as a 30% damage mitigation for 120 seconds, great for mid-combat use.\n\nRegrowing your herbs:\nThere are four green herbs, one red and one blue that will regrow. These 'seed' pots can be picked up and placed indoors for easier access. They will grow indoors."
AmmoCrafting,[4FC3F7]Ammo Crafting[-]
AmmoCraftingTip_title,[4FC3F7]Ammo Crafting[-]
